Column,centro_nro_registro,centro_tipo,alergologia,same_as_alergologia,cardiologia,same_as_cardiologia,cirugia_mayor_ambulatoria,cirugia_menor_ambulatoria,dermatologia,same_as_dermatologia,endocrinologia,same_as_endocrinologia,enfermeria,same_as_enfermeria,farmacia,same_as_farmacia,fisioterapia,same_as_fisioterapia,medicina_general,same_as_medicina_general,neumologia,same_as_neumologia,neurologia,same_as_neurologia,nutricion_y_dietetica,same_as_nutricion_y_dietetica,oncologia,same_as_oncologia,otorrinolaringologia,same_as_otorrinolaringologia,pediatria,same_as_pediatria,psicologia_clinica,same_as_psicologia_clinica,psiquiatria,same_as_psiquiatria,rehabilitacion,same_as_rehabilitacion,urgencias,same_as_urgencias,vacunacion,same_as_vacunacion,direccion_completa,direccion_vial_tipo,direccion_vial_nombre,direccion_vial_nro,direccion_codigo_postal,municipio_nombre,same_as_municipio,localizacion_coordenada_x,localizacion_coordenada_y
43,CH0062,Hospital de salud mental y tratamiento de toxicomanías,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,pharmacy,https://www.wikidata.org/wiki/Q614304,,,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,psicologiaclinica,https://www.wikidata.org/wiki/Q9418,psychiatry,https://www.wikidata.org/wiki/Q7867,,,,,vaccination,https://www.wikidata.org/wiki/Q192995,Calle de Arturo Soria 204 28043 Madrid,Calle,de Arturo Soria,204,28043,Madrid,https://www.wikidata.org/wiki/Q2807,444020,4479032
44,CH0063,Hospital de salud mental y tratamiento de toxicomanías,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,pharmacy,https://www.wikidata.org/wiki/Q614304,,,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,psicologiaclinica,https://www.wikidata.org/wiki/Q9418,psychiatry,https://www.wikidata.org/wiki/Q7867,,,,,,,Avda de los Poblados 70 28044 Madrid,Avda,de los Poblados,70,28044,Madrid,https://www.wikidata.org/wiki/Q2807,435530,4470436
45,CH0064,Hospital general,allergology,https://www.wikidata.org/wiki/Q1046686,cardiology,https://www.wikidata.org/wiki/Q10379,cirugiamayoriaambulatoria,cirugiamenorambulatoria,dermatology,https://www.wikidata.org/wiki/Q171171,endocrinology,https://www.wikidata.org/wiki/Q162606,nursing,https://www.wikidata.org/wiki/Q121176,pharmacy,https://www.wikidata.org/wiki/Q614304,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,pulmonology,https://www.wikidata.org/wiki/Q203337,neurology,https://www.wikidata.org/wiki/Q83042,nutricionydietectica,https://www.wikidata.org/wiki/Q6047211,oncology,https://www.wikidata.org/wiki/Q162555,otolaryngology,https://www.wikidata.org/wiki/Q189553,pediatrics,https://www.wikidata.org/wiki/Q123028,,,psychiatry,https://www.wikidata.org/wiki/Q7867,rehabilitation,https://www.wikidata.org/wiki/Q2795791,urgencias,https://www.wikidata.org/wiki/Q1295316,vaccination,https://www.wikidata.org/wiki/Q192995,Calle de Modesto Lafuente 14 28010 Madrid,Calle,de Modesto Lafuente,14,28010,Madrid,https://www.wikidata.org/wiki/Q2807,440959,4476494
46,CH0065,Hospital de salud mental y tratamiento de toxicomanías,,,,,,,dermatology,https://www.wikidata.org/wiki/Q171171,,,nursing,https://www.wikidata.org/wiki/Q121176,,,,,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,psicologiaclinica,https://www.wikidata.org/wiki/Q9418,psychiatry,https://www.wikidata.org/wiki/Q7867,rehabilitation,https://www.wikidata.org/wiki/Q2795791,,,,,Plaza de Mariano de Cavia 3 28007 Madrid,Plaza,de Mariano de Cavia,3,28007,Madrid,https://www.wikidata.org/wiki/Q2807,442457,4473239
47,CH0068,Hospital general,allergology,https://www.wikidata.org/wiki/Q1046686,cardiology,https://www.wikidata.org/wiki/Q10379,cirugiamayoriaambulatoria,cirugiamenorambulatoria,dermatology,https://www.wikidata.org/wiki/Q171171,endocrinology,https://www.wikidata.org/wiki/Q162606,nursing,https://www.wikidata.org/wiki/Q121176,pharmacy,https://www.wikidata.org/wiki/Q614304,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,pulmonology,https://www.wikidata.org/wiki/Q203337,neurology,https://www.wikidata.org/wiki/Q83042,nutricionydietectica,https://www.wikidata.org/wiki/Q6047211,oncology,https://www.wikidata.org/wiki/Q162555,otolaryngology,https://www.wikidata.org/wiki/Q189553,,,psicologiaclinica,https://www.wikidata.org/wiki/Q9418,psychiatry,https://www.wikidata.org/wiki/Q7867,rehabilitation,https://www.wikidata.org/wiki/Q2795791,urgencias,https://www.wikidata.org/wiki/Q1295316,,,Calle del Príncipe de Vergara 53 28006 Madrid,Calle,del Príncipe de Vergara,53,28006,Madrid,https://www.wikidata.org/wiki/Q2807,442329,4475934
48,CH0069,Hospital general,allergology,https://www.wikidata.org/wiki/Q1046686,cardiology,https://www.wikidata.org/wiki/Q10379,cirugiamayoriaambulatoria,cirugiamenorambulatoria,dermatology,https://www.wikidata.org/wiki/Q171171,endocrinology,https://www.wikidata.org/wiki/Q162606,nursing,https://www.wikidata.org/wiki/Q121176,pharmacy,https://www.wikidata.org/wiki/Q614304,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,pulmonology,https://www.wikidata.org/wiki/Q203337,neurology,https://www.wikidata.org/wiki/Q83042,nutricionydietectica,https://www.wikidata.org/wiki/Q6047211,oncology,https://www.wikidata.org/wiki/Q162555,otolaryngology,https://www.wikidata.org/wiki/Q189553,pediatrics,https://www.wikidata.org/wiki/Q123028,,,,,,,urgencias,https://www.wikidata.org/wiki/Q1295316,vaccination,https://www.wikidata.org/wiki/Q192995,Calle de Honduras 14 28016 Madrid,Calle,de Honduras,14,28016,Madrid,https://www.wikidata.org/wiki/Q2807,442467,4478980
49,CH0070,Hospital general,allergology,https://www.wikidata.org/wiki/Q1046686,cardiology,https://www.wikidata.org/wiki/Q10379,cirugiamayoriaambulatoria,cirugiamenorambulatoria,dermatology,https://www.wikidata.org/wiki/Q171171,endocrinology,https://www.wikidata.org/wiki/Q162606,nursing,https://www.wikidata.org/wiki/Q121176,pharmacy,https://www.wikidata.org/wiki/Q614304,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,pulmonology,https://www.wikidata.org/wiki/Q203337,neurology,https://www.wikidata.org/wiki/Q83042,nutricionydietectica,https://www.wikidata.org/wiki/Q6047211,oncology,https://www.wikidata.org/wiki/Q162555,otolaryngology,https://www.wikidata.org/wiki/Q189553,pediatrics,https://www.wikidata.org/wiki/Q123028,,,psychiatry,https://www.wikidata.org/wiki/Q7867,rehabilitation,https://www.wikidata.org/wiki/Q2795791,urgencias,https://www.wikidata.org/wiki/Q1295316,,,Calle de Joaquín Costa 28 28002 Madrid,Calle,de Joaquín Costa,28,28002,Madrid,https://www.wikidata.org/wiki/Q2807,442034,4477128
50,CH0071,Hospital general,allergology,https://www.wikidata.org/wiki/Q1046686,cardiology,https://www.wikidata.org/wiki/Q10379,cirugiamayoriaambulatoria,cirugiamenorambulatoria,dermatology,https://www.wikidata.org/wiki/Q171171,endocrinology,https://www.wikidata.org/wiki/Q162606,nursing,https://www.wikidata.org/wiki/Q121176,pharmacy,https://www.wikidata.org/wiki/Q614304,,,,,pulmonology,https://www.wikidata.org/wiki/Q203337,neurology,https://www.wikidata.org/wiki/Q83042,nutricionydietectica,https://www.wikidata.org/wiki/Q6047211,,,otolaryngology,https://www.wikidata.org/wiki/Q189553,pediatrics,https://www.wikidata.org/wiki/Q123028,psicologiaclinica,https://www.wikidata.org/wiki/Q9418,,,,,urgencias,https://www.wikidata.org/wiki/Q1295316,vaccination,https://www.wikidata.org/wiki/Q192995,Calle de Cartagena 111 28002 Madrid,Calle,de Cartagena,111,28002,Madrid,https://www.wikidata.org/wiki/Q2807,442778,4476871
53,CH0076,Otros centros con internamiento,,,,,cirugiamayoriaambulatoria,cirugiamenorambulatoria,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,,,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,psicologiaclinica,https://www.wikidata.org/wiki/Q9418,psychiatry,https://www.wikidata.org/wiki/Q7867,,,urgencias,https://www.wikidata.org/wiki/Q1295316,,,Calle de los Pirineos 7 28040 Madrid,Calle,de los Pirineos,7,28040,Madrid,https://www.wikidata.org/wiki/Q2807,439257,4478748
54,CH0077,Hospital general,allergology,https://www.wikidata.org/wiki/Q1046686,cardiology,https://www.wikidata.org/wiki/Q10379,cirugiamayoriaambulatoria,cirugiamenorambulatoria,dermatology,https://www.wikidata.org/wiki/Q171171,endocrinology,https://www.wikidata.org/wiki/Q162606,nursing,https://www.wikidata.org/wiki/Q121176,pharmacy,https://www.wikidata.org/wiki/Q614304,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,pulmonology,https://www.wikidata.org/wiki/Q203337,neurology,https://www.wikidata.org/wiki/Q83042,,,oncology,https://www.wikidata.org/wiki/Q162555,otolaryngology,https://www.wikidata.org/wiki/Q189553,pediatrics,https://www.wikidata.org/wiki/Q123028,,,psychiatry,https://www.wikidata.org/wiki/Q7867,rehabilitation,https://www.wikidata.org/wiki/Q2795791,urgencias,https://www.wikidata.org/wiki/Q1295316,vaccination,https://www.wikidata.org/wiki/Q192995,Avda de Valladolid 83 28008 Madrid,Avda,de Valladolid,83,28008,Madrid,https://www.wikidata.org/wiki/Q2807,437752,4476091
55,CH0079,Hospital general,allergology,https://www.wikidata.org/wiki/Q1046686,cardiology,https://www.wikidata.org/wiki/Q10379,cirugiamayoriaambulatoria,cirugiamenorambulatoria,dermatology,https://www.wikidata.org/wiki/Q171171,,,nursing,https://www.wikidata.org/wiki/Q121176,pharmacy,https://www.wikidata.org/wiki/Q614304,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,pulmonology,https://www.wikidata.org/wiki/Q203337,neurology,https://www.wikidata.org/wiki/Q83042,,,oncology,https://www.wikidata.org/wiki/Q162555,otolaryngology,https://www.wikidata.org/wiki/Q189553,,,,,,,,,urgencias,https://www.wikidata.org/wiki/Q1295316,,,Avda del Ventisquero de la Condesa 42 28035 Madrid,Avda,del Ventisquero de la Condesa,42,28035,Madrid,https://www.wikidata.org/wiki/Q2807,439247,4482814
56,CH0080,Hospital general,allergology,https://www.wikidata.org/wiki/Q1046686,cardiology,https://www.wikidata.org/wiki/Q10379,cirugiamayoriaambulatoria,cirugiamenorambulatoria,dermatology,https://www.wikidata.org/wiki/Q171171,endocrinology,https://www.wikidata.org/wiki/Q162606,nursing,https://www.wikidata.org/wiki/Q121176,pharmacy,https://www.wikidata.org/wiki/Q614304,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,pulmonology,https://www.wikidata.org/wiki/Q203337,neurology,https://www.wikidata.org/wiki/Q83042,nutricionydietectica,https://www.wikidata.org/wiki/Q6047211,oncology,https://www.wikidata.org/wiki/Q162555,otolaryngology,https://www.wikidata.org/wiki/Q189553,pediatrics,https://www.wikidata.org/wiki/Q123028,psicologiaclinica,https://www.wikidata.org/wiki/Q9418,psychiatry,https://www.wikidata.org/wiki/Q7867,rehabilitation,https://www.wikidata.org/wiki/Q2795791,urgencias,https://www.wikidata.org/wiki/Q1295316,vaccination,https://www.wikidata.org/wiki/Q192995,Calle Budapest 1 28922 Alcorcón,Calle,Budapest,1,28922,Alcorcón,https://www.wikidata.org/wiki/Q10372,429031,4466866
57,CH0081,Hospital general,allergology,https://www.wikidata.org/wiki/Q1046686,cardiology,https://www.wikidata.org/wiki/Q10379,cirugiamayoriaambulatoria,cirugiamenorambulatoria,dermatology,https://www.wikidata.org/wiki/Q171171,endocrinology,https://www.wikidata.org/wiki/Q162606,nursing,https://www.wikidata.org/wiki/Q121176,pharmacy,https://www.wikidata.org/wiki/Q614304,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,pulmonology,https://www.wikidata.org/wiki/Q203337,neurology,https://www.wikidata.org/wiki/Q83042,nutricionydietectica,https://www.wikidata.org/wiki/Q6047211,oncology,https://www.wikidata.org/wiki/Q162555,otolaryngology,https://www.wikidata.org/wiki/Q189553,pediatrics,https://www.wikidata.org/wiki/Q123028,psicologiaclinica,https://www.wikidata.org/wiki/Q9418,psychiatry,https://www.wikidata.org/wiki/Q7867,rehabilitation,https://www.wikidata.org/wiki/Q2795791,urgencias,https://www.wikidata.org/wiki/Q1295316,vaccination,https://www.wikidata.org/wiki/Q192995,Avda de Montepríncipe 25 28660 Boadilla del Monte,Avda,de Montepríncipe,25,28660,Boadilla del Monte,https://www.wikidata.org/wiki/Q1641013,428358,4474096
58,CH0083,Hospital especializado,allergology,https://www.wikidata.org/wiki/Q1046686,cardiology,https://www.wikidata.org/wiki/Q10379,cirugiamayoriaambulatoria,cirugiamenorambulatoria,dermatology,https://www.wikidata.org/wiki/Q171171,endocrinology,https://www.wikidata.org/wiki/Q162606,nursing,https://www.wikidata.org/wiki/Q121176,pharmacy,https://www.wikidata.org/wiki/Q614304,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,pulmonology,https://www.wikidata.org/wiki/Q203337,neurology,https://www.wikidata.org/wiki/Q83042,nutricionydietectica,https://www.wikidata.org/wiki/Q6047211,oncology,https://www.wikidata.org/wiki/Q162555,otolaryngology,https://www.wikidata.org/wiki/Q189553,,,psicologiaclinica,https://www.wikidata.org/wiki/Q9418,,,rehabilitation,https://www.wikidata.org/wiki/Q2795791,urgencias,https://www.wikidata.org/wiki/Q1295316,vaccination,https://www.wikidata.org/wiki/Q192995,Calle de Gómez Hemans 2 28033 Madrid,Calle,de Gómez Hemans,2,28033,Madrid,https://www.wikidata.org/wiki/Q2807,443492,4480206
59,CH0084,Hospital general,allergology,https://www.wikidata.org/wiki/Q1046686,cardiology,https://www.wikidata.org/wiki/Q10379,cirugiamayoriaambulatoria,cirugiamenorambulatoria,dermatology,https://www.wikidata.org/wiki/Q171171,endocrinology,https://www.wikidata.org/wiki/Q162606,nursing,https://www.wikidata.org/wiki/Q121176,pharmacy,https://www.wikidata.org/wiki/Q614304,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,pulmonology,https://www.wikidata.org/wiki/Q203337,neurology,https://www.wikidata.org/wiki/Q83042,nutricionydietectica,https://www.wikidata.org/wiki/Q6047211,oncology,https://www.wikidata.org/wiki/Q162555,otolaryngology,https://www.wikidata.org/wiki/Q189553,pediatrics,https://www.wikidata.org/wiki/Q123028,,,psychiatry,https://www.wikidata.org/wiki/Q7867,rehabilitation,https://www.wikidata.org/wiki/Q2795791,urgencias,https://www.wikidata.org/wiki/Q1295316,vaccination,https://www.wikidata.org/wiki/Q192995,Calle de Estambul 30 28922 Alcorcón,Calle,de Estambul,30,28922,Alcorcón,https://www.wikidata.org/wiki/Q10372,427906,4466180
60,CH0086,Hospital general,allergology,https://www.wikidata.org/wiki/Q1046686,cardiology,https://www.wikidata.org/wiki/Q10379,cirugiamayoriaambulatoria,cirugiamenorambulatoria,dermatology,https://www.wikidata.org/wiki/Q171171,endocrinology,https://www.wikidata.org/wiki/Q162606,nursing,https://www.wikidata.org/wiki/Q121176,pharmacy,https://www.wikidata.org/wiki/Q614304,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,pulmonology,https://www.wikidata.org/wiki/Q203337,neurology,https://www.wikidata.org/wiki/Q83042,nutricionydietectica,https://www.wikidata.org/wiki/Q6047211,oncology,https://www.wikidata.org/wiki/Q162555,otolaryngology,https://www.wikidata.org/wiki/Q189553,pediatrics,https://www.wikidata.org/wiki/Q123028,psicologiaclinica,https://www.wikidata.org/wiki/Q9418,psychiatry,https://www.wikidata.org/wiki/Q7867,rehabilitation,https://www.wikidata.org/wiki/Q2795791,urgencias,https://www.wikidata.org/wiki/Q1295316,vaccination,https://www.wikidata.org/wiki/Q192995,Cmno del Molino 2 28942 Fuenlabrada,Cmno,del Molino,2,28942,Fuenlabrada,https://www.wikidata.org/wiki/Q54902,430770,4459818
63,CH0089,Hospital general,allergology,https://www.wikidata.org/wiki/Q1046686,cardiology,https://www.wikidata.org/wiki/Q10379,cirugiamayoriaambulatoria,cirugiamenorambulatoria,dermatology,https://www.wikidata.org/wiki/Q171171,endocrinology,https://www.wikidata.org/wiki/Q162606,nursing,https://www.wikidata.org/wiki/Q121176,pharmacy,https://www.wikidata.org/wiki/Q614304,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,pulmonology,https://www.wikidata.org/wiki/Q203337,neurology,https://www.wikidata.org/wiki/Q83042,nutricionydietectica,https://www.wikidata.org/wiki/Q6047211,oncology,https://www.wikidata.org/wiki/Q162555,otolaryngology,https://www.wikidata.org/wiki/Q189553,pediatrics,https://www.wikidata.org/wiki/Q123028,,,psychiatry,https://www.wikidata.org/wiki/Q7867,rehabilitation,https://www.wikidata.org/wiki/Q2795791,urgencias,https://www.wikidata.org/wiki/Q1295316,vaccination,https://www.wikidata.org/wiki/Q192995,Avda de Francisco Pi y Margall 81 28050 Madrid,Avda,de Francisco Pi y Margall,81,28050,Madrid,https://www.wikidata.org/wiki/Q2807,443855,4482604
64,CH0091,Hospital general,allergology,https://www.wikidata.org/wiki/Q1046686,cardiology,https://www.wikidata.org/wiki/Q10379,cirugiamayoriaambulatoria,cirugiamenorambulatoria,dermatology,https://www.wikidata.org/wiki/Q171171,endocrinology,https://www.wikidata.org/wiki/Q162606,nursing,https://www.wikidata.org/wiki/Q121176,pharmacy,https://www.wikidata.org/wiki/Q614304,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,pulmonology,https://www.wikidata.org/wiki/Q203337,neurology,https://www.wikidata.org/wiki/Q83042,nutricionydietectica,https://www.wikidata.org/wiki/Q6047211,oncology,https://www.wikidata.org/wiki/Q162555,otolaryngology,https://www.wikidata.org/wiki/Q189553,pediatrics,https://www.wikidata.org/wiki/Q123028,psicologiaclinica,https://www.wikidata.org/wiki/Q9418,psychiatry,https://www.wikidata.org/wiki/Q7867,rehabilitation,https://www.wikidata.org/wiki/Q2795791,urgencias,https://www.wikidata.org/wiki/Q1295316,vaccination,https://www.wikidata.org/wiki/Q192995,Calle Diego de Velázquez 1 28223 Pozuelo de Alarcón,Calle,Diego de Velázquez,1,28223,Pozuelo de Alarcón,https://www.wikidata.org/wiki/Q639422,433437,4472750
65,CH0092,Hospital general,allergology,https://www.wikidata.org/wiki/Q1046686,cardiology,https://www.wikidata.org/wiki/Q10379,cirugiamayoriaambulatoria,cirugiamenorambulatoria,dermatology,https://www.wikidata.org/wiki/Q171171,endocrinology,https://www.wikidata.org/wiki/Q162606,nursing,https://www.wikidata.org/wiki/Q121176,pharmacy,https://www.wikidata.org/wiki/Q614304,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,pulmonology,https://www.wikidata.org/wiki/Q203337,neurology,https://www.wikidata.org/wiki/Q83042,nutricionydietectica,https://www.wikidata.org/wiki/Q6047211,oncology,https://www.wikidata.org/wiki/Q162555,otolaryngology,https://www.wikidata.org/wiki/Q189553,pediatrics,https://www.wikidata.org/wiki/Q123028,psicologiaclinica,https://www.wikidata.org/wiki/Q9418,psychiatry,https://www.wikidata.org/wiki/Q7867,rehabilitation,https://www.wikidata.org/wiki/Q2795791,urgencias,https://www.wikidata.org/wiki/Q1295316,vaccination,https://www.wikidata.org/wiki/Q192995,Calle de La Salle 12 28023 Madrid,Calle,de La Salle,12,28023,Madrid,https://www.wikidata.org/wiki/Q2807,433613,4479819
66,CH0093,Hospital general,allergology,https://www.wikidata.org/wiki/Q1046686,cardiology,https://www.wikidata.org/wiki/Q10379,cirugiamayoriaambulatoria,cirugiamenorambulatoria,dermatology,https://www.wikidata.org/wiki/Q171171,endocrinology,https://www.wikidata.org/wiki/Q162606,nursing,https://www.wikidata.org/wiki/Q121176,pharmacy,https://www.wikidata.org/wiki/Q614304,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,pulmonology,https://www.wikidata.org/wiki/Q203337,neurology,https://www.wikidata.org/wiki/Q83042,nutricionydietectica,https://www.wikidata.org/wiki/Q6047211,oncology,https://www.wikidata.org/wiki/Q162555,otolaryngology,https://www.wikidata.org/wiki/Q189553,pediatrics,https://www.wikidata.org/wiki/Q123028,psicologiaclinica,https://www.wikidata.org/wiki/Q9418,psychiatry,https://www.wikidata.org/wiki/Q7867,rehabilitation,https://www.wikidata.org/wiki/Q2795791,urgencias,https://www.wikidata.org/wiki/Q1295316,vaccination,https://www.wikidata.org/wiki/Q192995,Calle de Oña 10 28050 Madrid,Calle,de Oña,10,28050,Madrid,https://www.wikidata.org/wiki/Q2807,443533,4482283
67,CH0094,Hospital de media y larga estancia,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,neurology,https://www.wikidata.org/wiki/Q83042,nutricionydietectica,https://www.wikidata.org/wiki/Q6047211,,,,,pediatrics,https://www.wikidata.org/wiki/Q123028,psicologiaclinica,https://www.wikidata.org/wiki/Q9418,,,rehabilitation,https://www.wikidata.org/wiki/Q2795791,,,,,Calle del Concejal Francisco José Jiménez Martín 128 28047 Madrid,Calle,del Concejal Francisco José Jiménez Martín,128,28047,Madrid,https://www.wikidata.org/wiki/Q2807,436624,4472494
